order_id,customer_id,product_id,order_date,quantity,sales,discount,profit
O132945,C1477,P1147,2024-08-13,5,88368.42,15594.43,12742.42
O132946,C1234,P1183,2025-06-19,1,14792.87,2610.51,2983.93
O132947,C3046,P1230,2024-06-28,1,493.08,0.0,-38.64
O132948,C5356,P1188,2024-10-31,1,8135.7,428.2,1035.81
O132949,C4538,P1155,2024-12-26,1,21435.78,0.0,3463.25
O132950,C2557,P1070,2025-12-29,2,42821.01,4757.89,2984.62
O132951,C5667,P1239,2024-02-09,3,787.83,0.0,73.07
O132952,C4314,P1247,2025-01-04,3,181.33,32.0,17.78
O132953,C5189,P1146,2025-01-03,3,47451.99,5272.44,7905.59
O132954,C5124,P1021,2025-04-24,4,336417.84,17706.2,24879.75
O132955,C4133,P1233,2024-10-08,3,3814.01,200.74,343.27
O132956,C5694,P1296,2025-01-25,3,987.35,51.97,64.76
O132957,C3253,P1042,2024-02-14,4,155573.4,0.0,13472.74
O132958,C4923,P1144,2025-11-10,1,19071.58,1003.77,2662.11
O132959,C2020,P1072,2025-10-18,2,14720.17,774.75,1040.6
O132960,C5707,P1072,2024-04-03,1,7747.46,0.0,863.19
O132961,C4670,P1076,2024-05-14,1,40512.38,0.0,2151.73
O132962,C2378,P1181,2024-02-10,3,139370.34,0.0,18017.59
O132963,C3963,P1116,2025-04-12,1,18362.01,3240.35,3446.05
O132964,C1119,P1120,2025-02-05,2,27638.94,0.0,4629.87
O132965,C3648,P1203,2025-03-19,1,678.43,75.38,86.88
O132966,C4824,P1028,2025-04-23,2,121238.2,21394.98,10617.37
O132967,C2835,P1078,2024-12-02,2,49526.94,0.0,6562.16
O132968,C4724,P1071,2025-09-03,3,41114.93,4568.32,6887.63
O132969,C4667,P1096,2024-06-07,1,6778.82,356.78,1027.74
O132970,C5662,P1212,2024-12-23,4,918.27,162.05,64.49
O132971,C5803,P1076,2024-07-03,2,76973.52,4051.24,9050.56
O132972,C2046,P1241,2024-05-02,1,341.2,0.0,38.25
O132973,C2639,P1064,2024-08-11,1,19105.69,3371.59,2466.28
O132974,C2133,P1142,2024-09-21,2,43503.56,7677.1,9735.53
O132975,C2958,P1300,2024-01-26,1,23696.07,0.0,4238.12
O132976,C1207,P1162,2025-07-24,3,43981.63,2314.82,5017.41
O132977,C3400,P1003,2024-02-19,1,72920.96,3837.95,9627.01
O132978,C5425,P1134,2024-07-28,1,25324.05,0.0,4681.9
O132979,C4646,P1192,2024-09-23,1,32609.86,1716.31,6025.12
O132980,C3848,P1051,2025-09-18,1,41059.78,0.0,5371.31
O132981,C2259,P1082,2025-03-22,1,15048.24,792.01,1997.64
O132982,C2245,P1131,2024-03-28,1,18423.72,969.67,1768.93
O132983,C1427,P1058,2025-01-31,2,109019.34,5737.86,11926.95
O132984,C1427,P1130,2024-11-05,1,18976.45,2108.49,3047.98
O132985,C4840,P1058,2024-07-09,4,206562.96,22951.44,18233.39
O132986,C5707,P1223,2025-06-03,2,1778.23,93.59,150.71
O132987,C5224,P1060,2024-02-14,4,39526.88,4391.88,5951.58
O132988,C5679,P1019,2024-09-17,1,44070.52,7777.15,4997.76
O132989,C1431,P1290,2025-08-28,1,3598.05,189.37,527.16
O132990,C2789,P1076,2025-04-29,4,162049.52,0.0,18182.58
O132991,C2191,P1053,2024-04-21,2,96954.21,5102.85,15371.2
O132992,C1499,P1172,2025-12-19,2,32590.76,1715.3,5531.98
O132993,C2188,P1222,2025-07-12,1,780.67,0.0,59.83
O132994,C4236,P1066,2024-02-01,2,18845.71,2093.97,1675.21
O132995,C3410,P1223,2025-10-02,3,2386.57,421.16,195.8
O132996,C5531,P1134,2024-01-24,1,24057.85,1266.2,4566.64
O132997,C1672,P1046,2024-12-29,1,43226.27,0.0,4610.43
O132998,C4442,P1149,2025-03-15,1,32685.46,1720.29,7193.77
O132999,C3966,P1289,2024-07-21,1,9818.53,516.76,1361.01
O133000,C4730,P1048,2025-11-26,2,33970.31,1787.91,6428.66
O133001,C3337,P1115,2025-07-28,1,20910.23,0.0,3482.61
O133002,C1185,P1094,2024-12-24,1,567.05,63.01,70.46
O133003,C2968,P1271,2024-12-02,1,242.45,60.61,26.87
O133004,C2059,P1178,2024-12-05,1,13514.16,0.0,1630.71
O133005,C2568,P1214,2024-11-22,2,161.29,8.49,13.13
O133006,C2132,P1231,2024-06-14,2,1677.04,186.34,158.48
O133007,C4202,P1171,2025-04-20,2,32982.96,0.0,4262.87
O133008,C5598,P1143,2024-09-23,2,66860.15,7428.91,8394.38
O133009,C1738,P1145,2025-07-10,4,106896.43,5626.13,20456.84
O133010,C2955,P1004,2024-01-04,1,33095.51,1741.87,4410.11
O133011,C2465,P1277,2024-05-07,1,2011.71,105.88,252.37
O133012,C1582,P1202,2025-01-17,1,250.79,0.0,29.92
O133013,C3003,P1244,2024-07-31,2,465.33,24.49,16.54
O133014,C4971,P1109,2025-08-18,4,15559.56,818.92,1217.37
O133015,C2400,P1299,2025-04-15,2,41894.32,2204.96,5474.44
O133016,C2308,P1137,2025-07-23,2,45093.45,7957.67,4712.46
O133017,C5626,P1043,2025-07-02,4,90414.11,10046.01,14433.52
O133018,C4264,P1274,2024-11-17,2,1610.64,0.0,159.03
O133019,C2444,P1192,2024-03-06,2,61787.11,6865.23,10113.35
O133020,C1169,P1127,2024-11-15,1,8463.96,940.44,1652.68
O133021,C5965,P1099,2024-06-25,4,2314.87,257.21,295.84
O133022,C5887,P1275,2025-05-09,2,2388.28,265.36,210.74
O133023,C4374,P1156,2025-11-29,1,21243.62,0.0,3025.13
O133024,C1626,P1082,2025-11-13,2,25344.4,6336.1,4109.29
O133025,C4637,P1124,2025-06-30,1,6506.39,1148.19,962.05
O133026,C3268,P1208,2025-06-25,1,210.01,0.0,33.8
O133027,C1247,P1269,2025-12-05,1,1439.58,75.77,-96.16
O133028,C1668,P1131,2024-12-30,1,18423.72,969.67,2933.19
O133029,C1219,P1170,2024-01-10,3,62200.71,6911.19,9077.04
O133030,C1581,P1282,2025-10-26,4,1540.12,171.12,91.81
O133031,C3790,P1134,2025-02-13,1,25324.05,0.0,3308.77
O133032,C4703,P1223,2025-12-21,1,935.91,0.0,61.03
O133033,C5899,P1233,2025-08-17,4,4817.7,535.3,530.71
O133034,C5934,P1077,2025-06-07,3,96738.66,5091.51,8703.33
O133035,C5062,P1045,2024-10-20,3,97341.75,5123.25,9452.19
O133036,C1259,P1138,2025-10-21,1,35286.22,1857.17,5763.02
O133037,C3264,P1177,2025-10-30,2,45449.22,0.0,8400.36
O133038,C1260,P1276,2025-11-17,5,3956.13,208.22,206.52
O133039,C4216,P1109,2025-01-28,1,3480.43,614.19,181.16
O133040,C1785,P1200,2025-02-20,4,2773.91,308.21,221.16
O133041,C4316,P1135,2025-05-19,1,35101.74,1847.46,6096.34
O133042,C2276,P1260,2024-08-02,2,2313.8,0.0,215.66
O133043,C4294,P1098,2024-04-13,1,1764.6,311.4,152.58
O133044,C4672,P1096,2025-06-19,1,7135.6,0.0,948.59
O133045,C2476,P1140,2024-11-09,4,21358.94,3769.22,2876.82
O133046,C5967,P1229,2024-04-30,2,1560.34,0.0,187.18
O133047,C2157,P1064,2025-11-19,1,21353.42,1123.86,2287.59
O133048,C1499,P1041,2024-08-31,1,11769.46,0.0,1021.52
O133049,C3948,P1164,2025-03-26,3,20537.56,1080.92,4407.76
O133050,C3065,P1256,2024-10-17,3,354.24,0.0,52.57
O133051,C5148,P1258,2024-10-12,4,1943.96,0.0,202.68
O133052,C3594,P1164,2025-09-10,1,6845.85,360.31,1312.76
O133053,C2282,P1164,2025-08-26,3,18375.71,3242.77,2845.07
O133054,C3638,P1017,2024-11-12,1,78825.44,13910.37,5838.77
O133055,C5316,P1084,2025-01-02,1,27465.84,1445.57,-1418.97
O133056,C2190,P1081,2025-03-30,1,28024.31,3113.81,3559.5
O133057,C1611,P1285,2024-03-22,2,63908.76,3363.62,8902.71
O133058,C5371,P1150,2025-09-23,1,15491.66,0.0,3175.42
O133059,C5303,P1107,2025-02-09,2,19724.18,0.0,1837.59
O133060,C5243,P1155,2024-04-09,1,18220.41,3215.37,3267.85
O133061,C2391,P1232,2025-05-08,1,665.87,0.0,43.4
O133062,C4971,P1223,2025-05-09,1,842.32,93.59,93.41
O133063,C2291,P1152,2025-03-25,1,18521.75,0.0,2263.33
O133064,C4128,P1166,2025-05-08,3,56395.04,9952.06,10699.08
O133065,C1612,P1193,2025-09-07,2,46519.88,5168.88,-5495.46
O133066,C3106,P1236,2025-02-05,1,998.33,176.18,49.87
O133067,C5527,P1058,2024-03-19,2,103281.48,11475.72,13995.89
O133068,C1108,P1244,2025-10-23,2,440.84,48.98,-18.46
O133069,C1767,P1230,2024-11-19,1,493.08,0.0,39.46
O133070,C4223,P1183,2025-01-21,1,17403.38,0.0,3067.99
O133071,C4968,P1171,2024-07-29,2,32982.96,0.0,5090.29
O133072,C3187,P1065,2024-04-25,2,46307.83,8171.97,4428.43
O133073,C4829,P1156,2025-11-04,2,40362.88,2124.36,4652.22
O133074,C5873,P1197,2025-05-04,4,2126.48,236.28,68.42
O133075,C4501,P1039,2024-11-11,3,41567.66,10391.92,3825.44
O133076,C3220,P1132,2024-10-31,4,15737.4,0.0,1807.86
O133077,C4183,P1078,2024-09-11,2,47050.59,2476.35,6164.93
O133078,C2560,P1024,2025-12-24,2,199833.64,0.0,13911.75
O133079,C1492,P1275,2024-07-25,1,1326.82,0.0,88.15
O133080,C1726,P1143,2025-08-16,4,141149.21,7428.91,25911.28
O133081,C3187,P1086,2024-01-05,1,7462.98,392.79,1334.48
O133082,C2444,P1244,2024-04-09,1,232.66,12.25,14.13
O133083,C1240,P1028,2024-06-18,2,135501.52,7131.66,18912.72
O133084,C2894,P1131,2024-09-29,2,38786.78,0.0,7613.39
O133085,C5250,P1182,2024-12-15,1,27263.57,3029.29,3603.57
O133086,C1420,P1110,2024-04-24,1,5394.0,1348.5,564.51
O133087,C5500,P1187,2024-09-05,1,46392.93,2441.73,7600.75
O133088,C1800,P1059,2025-10-22,5,242052.73,12739.62,30713.97
O133089,C3294,P1090,2024-07-01,1,8863.85,466.52,1145.69
O133090,C5451,P1167,2024-01-23,2,42802.56,0.0,7466.5
O133091,C1402,P1020,2024-04-09,1,48193.7,5354.86,-1173.15
O133092,C3951,P1077,2024-10-21,1,33943.39,0.0,3910.35
O133093,C4779,P1146,2025-10-29,1,16696.07,878.74,3242.44
O133094,C3906,P1187,2024-05-30,2,83018.92,14650.4,5659.17
O133095,C1214,P1218,2025-03-03,2,2796.9,0.0,218.7
O133096,C3745,P1002,2024-11-27,1,87804.1,0.0,4154.51
O133097,C1742,P1025,2025-04-19,2,131097.1,23134.78,28716.39
O133098,C3032,P1109,2025-08-01,2,8189.24,0.0,1412.8
O133099,C2130,P1271,2024-02-14,1,287.91,15.15,17.42
O133100,C4795,P1228,2024-01-18,3,1870.08,0.0,134.78
O133101,C5035,P1213,2025-09-27,2,128.72,32.18,6.55
O133102,C2041,P1009,2024-07-11,5,140477.31,15608.59,16859.03
O133103,C4236,P1150,2024-11-27,1,12393.33,3098.33,2026.52
O133104,C5035,P1031,2025-09-02,2,60911.66,0.0,5039.97
O133105,C3180,P1240,2025-10-21,1,177.78,19.75,19.77
O133106,C5568,P1291,2024-08-01,3,26140.23,1375.8,2197.26
O133107,C2095,P1116,2025-11-24,1,21602.36,0.0,3100.05
O133108,C1637,P1003,2024-08-14,2,145841.93,7675.89,20029.78
O133109,C1765,P1199,2025-03-18,1,415.37,21.86,26.97
O133110,C5546,P1229,2024-07-25,1,741.16,39.01,23.11
O133111,C4126,P1014,2024-08-25,1,86984.18,4578.11,10535.8
O133112,C1588,P1109,2025-05-13,2,8189.24,0.0,911.97
O133113,C2958,P1242,2025-09-20,1,413.93,0.0,-37.53
O133114,C2559,P1087,2025-10-08,3,4616.04,0.0,768.06
O133115,C5385,P1128,2025-03-08,2,31869.59,3541.07,-2734.24
O133116,C2783,P1214,2024-10-01,1,80.65,4.24,4.81
O133117,C1442,P1028,2024-12-09,3,203252.28,10697.49,21776.54
O133118,C1061,P1255,2025-12-10,1,329.36,17.34,16.29
O133119,C3878,P1185,2024-03-11,1,16974.92,0.0,-1674.7
O133120,C1757,P1131,2024-04-21,2,31029.42,7757.36,3600.95
O133121,C5972,P1121,2025-06-18,1,23601.06,1242.16,4953.03
O133122,C5523,P1001,2025-09-28,2,140670.5,15630.06,17606.9
O133123,C3609,P1178,2024-08-03,4,51353.81,2702.83,8556.39
O133124,C4513,P1266,2024-09-15,2,2807.48,495.44,250.67
O133125,C1996,P1109,2024-07-30,1,3889.89,204.73,279.55
O133126,C1109,P1271,2024-05-03,1,257.6,45.46,29.99
O133127,C1139,P1176,2024-12-27,1,18238.84,959.94,1133.98
O133128,C3856,P1178,2025-05-10,1,13514.16,0.0,2059.43
O133129,C1850,P1197,2024-12-11,2,1181.38,0.0,173.52
O133130,C4591,P1073,2024-07-02,2,88637.13,4665.11,12671.07
O133131,C4528,P1216,2024-12-20,1,436.37,22.97,55.83
O133132,C5815,P1291,2024-04-12,3,24764.43,2751.6,3563.37
O133133,C4874,P1247,2024-11-15,1,64.0,7.11,6.08
O133134,C3838,P1131,2024-12-23,4,73694.88,3878.68,11208.19
O133135,C2738,P1229,2024-12-07,2,1248.27,312.07,129.48
O133136,C5795,P1273,2024-05-09,4,7667.95,1353.17,571.99
O133137,C1941,P1249,2024-07-06,1,33.13,3.68,1.11
O133138,C2001,P1073,2025-01-15,2,93302.24,0.0,-3259.51
O133139,C4184,P1015,2025-09-09,3,325747.62,0.0,-19890.25
O133140,C5946,P1274,2025-11-13,1,765.05,40.27,59.41
O133141,C1430,P1054,2024-06-14,3,27560.09,3062.23,2333.57
O133142,C5963,P1226,2024-01-03,3,3090.38,772.6,306.44
O133143,C2971,P1049,2024-09-03,3,80126.18,20031.55,10067.82
O133144,C4222,P1134,2024-09-24,1,24057.85,1266.2,4069.6
O133145,C4448,P1078,2024-11-13,1,24763.47,0.0,2199.05
O133146,C3802,P1014,2025-03-26,1,82406.06,9156.23,18138.43
O133147,C5572,P1213,2024-07-02,2,144.81,16.09,14.49
O133148,C2637,P1115,2024-12-22,1,20910.23,0.0,4887.75
O133149,C4700,P1232,2024-02-03,1,665.87,0.0,119.34
O133150,C3730,P1259,2025-03-06,1,36.28,6.4,3.09
O133151,C4854,P1060,2024-11-01,2,18665.47,3293.91,3367.83
O133152,C5326,P1203,2024-01-18,1,678.43,75.38,57.69
O133153,C2964,P1162,2025-10-22,2,27777.87,3086.43,3113.31
O133154,C1058,P1090,2025-01-24,2,14928.59,3732.15,1675.09
O133155,C4931,P1110,2024-05-12,1,6405.38,337.12,-709.22
O133156,C1674,P1181,2025-04-26,3,139370.34,0.0,21438.29
O133157,C2431,P1293,2025-08-26,2,35869.47,1887.87,5235.52
O133158,C3900,P1280,2025-03-12,3,1991.93,351.52,190.98
O133159,C1947,P1104,2024-10-17,2,8842.3,2210.58,1167.79
O133160,C5262,P1119,2024-02-01,2,40851.2,7209.04,8008.4
O133161,C2442,P1297,2025-07-12,2,620.73,68.97,79.92
O133162,C2667,P1068,2024-03-17,2,14755.34,1639.48,1679.89
O133163,C4631,P1220,2024-12-21,1,1402.16,0.0,213.82
O133164,C1584,P1254,2025-05-17,1,103.46,5.44,11.04
O133165,C4326,P1019,2024-05-08,3,132211.56,23331.45,19517.65
O133166,C1144,P1162,2024-04-16,2,26234.66,4629.64,3817.79
O133167,C4473,P1039,2025-05-06,1,13855.89,3463.97,1433.83
O133168,C2991,P1172,2024-08-14,1,17153.03,0.0,2894.58
O133169,C4838,P1146,2024-06-07,1,14938.59,2636.22,1672.25
O133170,C1268,P1278,2024-11-21,2,2362.5,0.0,193.21
O133171,C5534,P1017,2025-10-12,1,83462.23,9273.58,9163.48
O133172,C2747,P1121,2024-11-17,3,70803.18,3726.48,8540.81
O133173,C2958,P1191,2024-04-17,4,98738.21,24684.55,16401.0
O133174,C1861,P1220,2024-02-10,2,2804.32,0.0,213.43
O133175,C1653,P1163,2025-02-02,1,26910.05,1416.32,5520.13
O133176,C1288,P1260,2024-11-25,1,1156.9,0.0,133.84
O133177,C1552,P1057,2024-06-09,2,107027.2,0.0,7943.42
O133178,C3788,P1180,2024-11-03,2,76663.08,0.0,15869.48
O133179,C4659,P1141,2025-04-22,2,71445.53,7938.39,13282.7
O133180,C1521,P1182,2024-07-24,1,30292.86,0.0,3886.36
O133181,C1653,P1174,2024-02-22,1,7681.98,404.31,1525.62
O133182,C1470,P1149,2025-01-12,1,30965.18,3440.58,5455.77
O133183,C3441,P1009,2024-09-03,1,31217.18,0.0,5438.58
O133184,C2121,P1028,2025-06-17,3,192554.79,21394.98,14651.98
O133185,C1733,P1264,2025-11-23,1,2112.46,111.18,317.44
O133186,C3110,P1086,2025-12-25,2,13354.81,2356.73,1054.5
O133187,C3982,P1140,2025-12-19,1,6282.04,0.0,900.59
O133188,C1894,P1115,2025-12-08,1,20910.23,0.0,2796.37
O133189,C4891,P1088,2024-01-25,2,9335.07,1647.37,1175.86
O133190,C4006,P1077,2025-05-17,1,28851.88,5091.51,3321.99
O133191,C4817,P1169,2024-10-02,2,7204.64,0.0,1269.3
O133192,C2667,P1082,2024-06-20,2,31680.5,0.0,4786.09
O133193,C2974,P1278,2025-12-13,1,1122.19,59.06,101.25
O133194,C5916,P1262,2025-08-28,1,1113.34,123.7,128.05
O133195,C4050,P1100,2025-12-16,5,15352.02,1705.78,1070.58
O133196,C1759,P1178,2024-08-31,1,11487.04,2027.12,1622.86
O133197,C4588,P1286,2024-01-05,2,56323.56,0.0,5566.96
O133198,C4745,P1283,2024-05-20,1,7828.72,0.0,556.04
O133199,C5831,P1110,2024-06-29,3,19216.12,1011.38,2219.89
O133200,C3755,P1136,2024-08-25,3,89842.85,9982.54,19445.34
O133201,C3968,P1225,2025-09-02,1,426.65,47.4,39.34
O133202,C2555,P1189,2024-02-11,2,40457.68,4495.3,4310.86
O133203,C3801,P1142,2024-07-30,3,69093.89,7677.1,7744.9
O133204,C1203,P1172,2024-10-15,1,16295.38,857.65,3145.37
O133205,C5122,P1018,2024-03-18,1,74476.24,3919.8,12023.92
O133206,C4499,P1283,2025-08-07,2,13308.82,2348.62,1989.69
O133207,C4441,P1230,2024-07-26,2,838.24,147.92,94.16
O133208,C4432,P1036,2024-01-06,1,49904.23,12476.06,-1396.94
O133209,C2090,P1034,2024-06-24,2,65417.13,7268.57,5765.91
O133210,C1236,P1094,2024-01-01,2,1260.12,0.0,127.46
O133211,C3652,P1297,2024-02-22,1,327.61,17.24,25.74
O133212,C3709,P1226,2024-05-08,4,4635.58,515.06,503.02
O133213,C5254,P1282,2025-02-09,2,812.84,42.78,147.35
O133214,C4421,P1233,2024-05-23,4,5353.0,0.0,193.35
O133215,C2661,P1227,2024-06-06,2,2169.38,0.0,298.8
O133216,C3601,P1033,2025-04-15,3,227898.54,0.0,36056.67
O133217,C3670,P1048,2024-09-23,2,30394.49,5363.73,2925.45
O133218,C4517,P1167,2024-04-27,4,85605.12,0.0,14473.27
O133219,C4786,P1125,2025-12-06,1,5471.06,607.9,421.69
O133220,C4109,P1075,2024-10-17,2,66156.1,3481.9,9087.37
O133221,C5257,P1120,2025-01-21,4,55277.88,0.0,9155.47
O133222,C2619,P1255,2025-04-10,1,329.36,17.34,44.65
O133223,C5102,P1027,2024-02-13,3,211296.33,23477.37,15623.63
O133224,C1186,P1228,2024-06-26,1,561.02,62.34,49.52
O133225,C5173,P1191,2025-08-15,4,117251.62,6171.14,18942.12
O133226,C2571,P1167,2024-05-03,4,85605.12,0.0,10599.64
O133227,C4499,P1082,2024-06-10,2,28512.45,3168.05,2490.69
O133228,C4572,P1189,2025-10-09,3,60686.52,6742.95,10942.47
O133229,C2886,P1184,2024-05-29,1,7783.68,409.67,1675.12
O133230,C2151,P1278,2024-06-09,5,5906.25,0.0,741.25
O133231,C4787,P1181,2025-12-21,2,92913.56,0.0,12828.87
O133232,C2563,P1002,2025-10-13,2,175608.2,0.0,24889.41
O133233,C2638,P1245,2024-09-08,1,326.87,17.2,42.94
O133234,C4257,P1190,2025-11-22,1,35025.61,0.0,8107.74
O133235,C4482,P1026,2025-04-28,1,81610.1,9067.79,8796.13
O133236,C1031,P1022,2025-11-08,1,50110.3,2637.38,6547.14
O133237,C3519,P1128,2024-06-26,2,33640.13,1770.53,4145.43
O133238,C5122,P1286,2024-12-18,1,25345.6,2816.18,2405.34
O133239,C3022,P1021,2024-07-16,1,75251.36,13279.65,6545.15
O133240,C2771,P1108,2025-06-10,3,11546.94,0.0,1231.44
O133241,C4126,P1242,2025-06-18,1,351.84,62.09,37.96
O133242,C1965,P1078,2024-06-29,1,24763.47,0.0,1452.05
O133243,C5614,P1106,2025-08-13,1,5868.84,652.09,807.24
O133244,C2172,P1002,2024-02-16,3,223900.46,39511.85,20472.9
O133245,C4499,P1238,2024-06-08,1,1073.24,189.4,161.9
O133246,C4412,P1004,2025-01-14,4,139349.52,0.0,16972.09
O133247,C4581,P1234,2024-08-06,4,3370.11,177.37,506.47
O133248,C5192,P1291,2024-03-15,1,8254.81,917.2,900.06
O133249,C3630,P1070,2025-03-18,1,23789.45,0.0,3737.21
O133250,C5508,P1234,2025-07-22,2,1596.37,177.37,188.51
O133251,C4077,P1251,2025-07-14,3,585.33,30.81,39.49
O133252,C5818,P1283,2025-01-04,1,7828.72,0.0,1759.29
O133253,C1472,P1053,2024-12-16,1,48477.1,2551.43,6032.29
O133254,C5204,P1117,2024-02-16,1,11564.77,0.0,1258.91
O133255,C4172,P1290,2025-10-03,1,3787.42,0.0,-150.33
O133256,C5435,P1092,2025-06-09,1,5911.94,0.0,528.87
O133257,C2769,P1167,2024-09-12,1,19261.15,2140.13,2529.14
O133258,C4301,P1221,2024-12-20,3,2206.54,389.39,73.73
O133259,C3578,P1167,2025-01-26,4,72764.35,12840.77,8469.76
O133260,C4823,P1207,2024-12-03,1,658.82,34.68,35.67
O133261,C4320,P1140,2024-07-17,2,12564.08,0.0,2098.75
O133262,C5463,P1286,2025-02-14,2,56323.56,0.0,7350.29
O133263,C3151,P1041,2024-06-14,2,23538.92,0.0,1790.96
O133264,C3943,P1064,2025-07-29,2,44954.56,0.0,2163.7
O133265,C5243,P1123,2025-11-11,1,7600.7,844.52,1267.38
O133266,C3802,P1171,2024-04-12,1,14842.33,1649.15,2138.69
O133267,C3143,P1223,2024-01-26,1,795.52,140.39,68.42
O133268,C3332,P1177,2024-03-23,1,19315.92,3408.69,3745.68
O133269,C4875,P1125,2024-10-20,1,5471.06,607.9,1045.59
O133270,C5695,P1214,2024-05-04,2,169.78,0.0,21.89
O133271,C2021,P1109,2025-03-29,3,11669.67,614.19,1773.36
O133272,C2259,P1291,2024-08-10,1,8254.81,917.2,1411.89
O133273,C1968,P1220,2025-12-19,2,2243.46,560.86,237.02
O133274,C1949,P1276,2025-07-01,4,3331.48,0.0,483.72
O133275,C1334,P1253,2024-10-20,1,271.32,47.88,27.09
O133276,C4981,P1224,2025-03-09,1,683.79,0.0,48.54
O133277,C2705,P1145,2025-03-06,2,53448.22,2813.06,10280.83
O133278,C3124,P1115,2024-02-15,4,79458.87,4182.05,10173.02
O133279,C5330,P1161,2025-01-01,1,25346.5,1334.03,5491.35
O133280,C5564,P1113,2025-08-22,2,24091.7,1267.98,5557.62
O133281,C3740,P1183,2024-03-26,1,15663.04,1740.34,2989.63
O133282,C1499,P1203,2024-02-03,4,3015.24,0.0,397.41
O133283,C3282,P1109,2024-06-28,1,3685.16,409.46,523.99
O133284,C5552,P1112,2024-05-31,1,4165.31,219.23,565.49
O133285,C5499,P1181,2024-10-25,1,41811.1,4645.68,8794.99
O133286,C2646,P1225,2025-10-10,1,450.35,23.7,66.11
O133287,C5859,P1032,2025-02-11,4,180804.35,31906.65,13536.94
O133288,C2643,P1281,2024-09-12,1,1282.58,67.5,-88.32
O133289,C5075,P1287,2025-04-02,2,80833.08,0.0,4467.82
O133290,C5676,P1183,2024-09-05,1,17403.38,0.0,3380.12
O133291,C1659,P1204,2025-07-16,1,230.21,25.58,20.33
O133292,C2491,P1198,2024-05-18,1,203.57,0.0,18.37
O133293,C3825,P1255,2024-11-30,3,936.09,104.01,138.94
O133294,C2856,P1205,2024-05-10,1,527.72,93.13,65.93
O133295,C5906,P1231,2025-12-07,1,885.11,46.58,133.73
O133296,C3022,P1184,2024-01-23,4,27857.39,4916.01,3642.33
O133297,C5185,P1102,2024-06-15,1,4769.78,529.98,564.32
O133298,C1992,P1154,2025-09-11,2,46958.62,8286.82,-1575.13
O133299,C5931,P1045,2024-05-27,1,30739.5,3415.5,5006.59
O133300,C4669,P1242,2025-06-17,3,1055.52,186.27,143.03
O133301,C1072,P1087,2024-11-03,2,2615.76,461.6,518.66
O133302,C1864,P1027,2024-10-01,2,156515.8,0.0,19465.48
O133303,C1522,P1216,2024-02-25,1,459.34,0.0,40.22
O133304,C3977,P1214,2025-07-05,2,169.78,0.0,14.67
O133305,C5168,P1220,2025-04-01,1,1332.05,70.11,146.5
O133306,C4923,P1056,2024-07-25,1,11679.1,1297.68,795.06
O133307,C3915,P1232,2024-11-17,1,632.58,33.29,85.76
O133308,C4110,P1239,2024-09-06,1,262.61,0.0,37.33
O133309,C5711,P1175,2024-09-07,3,82791.57,0.0,15191.51
O133310,C3265,P1185,2025-10-07,2,30554.86,3394.98,4164.88
O133311,C4774,P1037,2025-06-16,4,163067.65,8582.51,23430.32
O133312,C1497,P1123,2024-06-12,1,8445.22,0.0,1337.15
O133313,C1438,P1246,2025-08-24,4,637.49,33.55,96.18
O133314,C1860,P1127,2025-09-15,1,9404.4,0.0,1269.53
O133315,C5795,P1257,2024-04-03,1,27.88,4.92,3.94
O133316,C4815,P1068,2024-06-29,1,7377.67,819.74,777.26
O133317,C5542,P1096,2025-10-31,1,7135.6,0.0,612.74
O133318,C2708,P1104,2025-10-27,2,11052.88,0.0,1097.88
O133319,C1842,P1175,2024-03-14,1,26217.33,1379.86,4459.88
O133320,C1321,P1048,2024-06-15,2,33970.31,1787.91,3664.03
O133321,C3188,P1021,2025-02-16,1,88531.01,0.0,12986.88
O133322,C5865,P1101,2024-08-01,3,1632.93,0.0,147.36
O133323,C1224,P1057,2024-04-01,2,90973.12,16054.08,7129.58
O133324,C5623,P1139,2025-02-07,1,20740.47,1091.6,3444.07
O133325,C2407,P1009,2024-10-23,1,31217.18,0.0,4142.85
O133326,C1304,P1067,2024-05-26,1,24090.27,4251.22,1927.59
O133327,C1867,P1078,2024-07-20,1,23525.3,1238.17,-686.55
O133328,C1508,P1003,2024-01-19,3,207249.06,23027.67,37096.98
O133329,C4428,P1144,2025-11-03,2,40150.7,0.0,6626.47
O133330,C5782,P1245,2024-08-07,1,309.66,34.41,4.8
O133331,C5955,P1291,2025-06-26,2,14675.22,3668.8,2454.4
O133332,C1375,P1241,2024-11-11,3,972.42,51.18,141.06
O133333,C3755,P1245,2025-11-12,1,326.87,17.2,37.97
O133334,C3174,P1273,2024-01-10,2,3833.98,676.58,149.0
O133335,C2422,P1112,2024-03-18,1,3946.09,438.45,550.03
O133336,C3706,P1049,2025-07-27,2,66771.82,0.0,9816.35
O133337,C2242,P1275,2024-12-28,1,1260.48,66.34,106.4
O133338,C2209,P1040,2024-07-22,2,88899.77,15688.19,11135.89
O133339,C5780,P1197,2024-07-28,1,502.09,88.6,26.45
O133340,C4767,P1067,2024-05-08,3,76522.02,8502.45,9856.42
O133341,C4848,P1199,2025-09-17,3,1311.69,0.0,109.78
O133342,C3569,P1022,2025-04-02,2,105495.36,0.0,10141.58
O133343,C3125,P1153,2025-05-13,1,21717.17,0.0,4241.04
O133344,C2920,P1194,2025-10-02,1,15314.99,1701.67,2040.84
